Net,Temperature
45416.087,-5.0
44904.25,-5.7
44444.959,-6.5
44766.58,-6.5
45292.931,-6.8
46374.181,-7.0
47571.035,-7.5
48389.488,-7.7
49104.727000000006,-7.4
49544.693,-7.0
49621.449,-6.2
49600.85799999999,-4.7
49339.129,-2.9
49039.372,-2.4
49035.675,-0.8
49683.742,-0.1
50683.59599999999,1.7
51894.494000000006,3.6
51881.662,4.5
51318.62,2.5
49952.765,2.7
48211.136,1.5
46609.662,2.2
45229.104,2.8
44507.194,3.5
44270.257000000005,3.5
44445.384000000005,3.7
45270.488,4.3
47334.046,4.6
50561.127,3.7
53122.821,2.1
54204.819,0.3
54971.76700000001,-0.7
55422.838,-1.7
55083.992000000006,-2.5
54765.8,-2.7
54482.999,-3.2
54177.062,-3.5
53850.334,-3.6
54261.628,-4.0
55242.463,-4.1
57194.482,-4.6
57653.076,-4.7
56823.475,-5.0
55306.427,-5.0
53067.115,-5.2
50919.04,-5.3
49340.783,-5.4
48467.224,-5.6
48295.922,-6.0
48628.749,-6.3
49540.67599999999,-6.5
52077.91,-6.8
55977.912,-7.0
58592.25,-7.3
58118.05,-7.8
56723.028,-8.0
55524.179,-8.2
53948.73299999999,-8.4
52880.052,-8.5
52230.11099999999,-8.4
51774.225000000006,-8.0
51629.633,-7.4
52095.004,-6.2
53489.849,-5.0
55761.869000000006,-3.7
56078.626,-3.0
55553.593,-2.4
54098.821,-2.4
51788.339,-2.5
49488.697,-2.6
47887.084,-2.8
47108.914,-2.8
46743.472,-2.5
46787.383,-2.2
47586.53599999999,-1.9
49494.951,-2.1
52517.02,-2.0
55066.519,-2.8
56005.59099999999,-2.4
56057.515,-1.8
56137.031,-1.6
56035.243,-2.4
55608.916,-3.1
55058.89400000001,-3.0
54452.411,-2.5
53882.552,-2.4
53909.506,-0.4
54313.603,1.4
55387.368,2.1
55116.731,3.2
53891.152,3.5
51926.616,3.6
49502.773,3.5
46857.21599999999,3.9
45057.46,4.2
44093.873,4.1
43609.548,5.0
43621.956,5.2
44445.218,5.4
46688.815,6.2
50386.156,7.0
52800.451,7.5
52824.147,7.7
52015.659,7.3
51238.547,6.9
50201.577000000005,5.9
49333.347,5.0
48574.79200000001,4.5
47879.678,3.4
47514.195,2.5
48060.42,3.1
49171.296,4.1
51349.905000000006,5.2
51969.018,6.0
51504.634000000005,6.2
50170.546,6.0
48056.292,5.0
45914.979,4.1
44092.883,3.7
43407.233,3.2
43130.96400000001,2.6
43109.80099999999,2.3
44070.275,2.0
46241.802,1.9
50095.048,1.7
52628.948,1.6
53024.798,1.4
52609.175,0.9
52053.807,0.2
51299.568,0.2
50626.213,0.1
49881.242000000006,1.1
49359.557,1.1
48781.236,2.1
48923.224,2.5
49428.209,2.8
51123.64,3.2
51464.75,3.5
50980.943,4.2
49798.348,4.0
48051.602,3.2
45843.469,2.1
44041.278,1.4
42884.42,0.8
42223.025,1.5
41945.942,1.8
42178.027,1.6
42916.3,1.9
44382.406,2.5
45798.628,2.2
47019.342,1.6
48198.705,1.5
48683.458,3.3
48595.416,3.8
48129.168,3.9
47195.24,2.8
46455.777,2.0
45999.98299999999,2.1
45930.961,2.6
46685.395,3.0
47839.326,3.5
47752.171,4.4
46981.118,4.4
45919.613,4.7
44240.34,5.4
42184.663,4.9
40411.362,4.6
39212.366,4.7
38310.416,3.5
37988.297,2.6
37770.104,2.9
38355.197,2.5
39627.707,3.3
40785.548,3.5
42142.366,4.1
43591.668,6.3
44554.708,7.3
44907.342,6.3
45483.573,6.9
45289.331,8.0
44829.528,11.1
44745.283,11.5
45246.096,10.4
46550.83,10.1
49270.63,9.5
51048.186,7.7
50913.350000000006,4.7
50103.437,1.7
48762.96599999999,0.6
47336.134000000005,0.0
46208.62900000001,-0.5
46077.999,-1.0
46079.102000000006,-1.1
46598.6,-1.4
47848.812000000005,-2.1
50461.348,-2.7
54450.891,-3.7
57090.643,-4.5
56801.02900000001,-4.8
55940.165,-5.6
55441.391,-5.9
54506.252,-6.3
53755.413,-6.7
52817.641,-6.6
51772.554,-6.0
51091.501,-5.2
51024.885,-4.0
52192.895,-2.7
54811.78,-1.8
56163.525,-1.2
55720.958,-1.1
54321.135,-1.4
52160.216,-2.0
49887.47,-2.7
48319.603,-3.0
